timestamp,session_id,ear,blink_rate,blink_duration,left_pupil_dilation,right_pupil_dilation,pupil_dilation_diff,mouth_openness,mouth_width,eyebrow_raise,head_pitch,head_yaw,head_roll,state,confidence,probabilities
21.103931665420532,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.05769546469227959,57.599999999999994,0.2830764103887169,4.555555555555555,22.03125,0,Relaxed,54.906378823065715,[0.35714928 0.09378693 0.54906379]
21.546592235565186,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.016623406170005406,74.39999999999999,0.9160869360821923,-9.722222222222221,9.09375,0,Relaxed,54.906378823065715,[0.35714928 0.09378693 0.54906379]
22.03140902519226,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.01770801330008184,77.1,0.9147252533839854,-10.083333333333332,9.1171875,0,Relaxed,54.906378823065715,[0.35714928 0.09378693 0.54906379]
22.697874069213867,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.01810593369630509,76.8,0.9171149380804954,-9.88888888888889,9.1875,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
23.020325183868408,session_1775289051,1.0,0.0,0.0,0.74,0.41,0.33,0.06565988747766435,53.699999999999996,0.5056310286315433,2.638888888888889,18.1171875,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
23.328441381454468,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.059840784116817675,53.1,0.4724397039489498,2.694444444444444,18.1171875,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
23.65479588508606,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.06335792238740393,55.199999999999996,0.4965178640626211,2.611111111111111,18.46875,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
23.99191975593567,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.015368967421944104,79.2,0.9254909482012981,-9.88888888888889,9.09375,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
24.3266339302063,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.06671558395789809,56.4,0.48846102270695513,2.833333333333333,18.890625,0,Relaxed,74.21211571006496,[0.16485977 0.09301908 0.74212116]
24.884217500686646,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.009148456937050423,76.2,0.9276208121043693,-10.166666666666666,9.1875,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
25.277763843536377,session_1775289051,1.0,0.0,0.0,0.54,0.53,0.010000000000000009,0.07205595352218849,93.6,0.3093742735583343,0.3888888888888889,-19.921875,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
25.632616758346558,session_1775289051,1.0,0.0,0.0,0.53,0.52,0.010000000000000009,0.08517296390857805,93.3,0.31393524252698,0.75,-19.7578125,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
25.946756601333618,session_1775289051,1.0,0.0,0.0,0.56,0.55,0.010000000000000009,0.07089080737912191,99.89999999999999,0.296641858733362,0.36111111111111105,-20.2734375,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
26.17520046234131,session_1775289051,1.0,0.0,0.0,0.53,0.54,0.010000000000000009,0.08085860118628731,90.0,0.3089051561365287,0.7777777777777778,-20.0625,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
26.39721941947937,session_1775289051,1.0,0.0,0.0,0.6,0.53,0.06999999999999995,0.07687016930653437,89.7,0.3284342830364268,0.5277777777777778,-19.9453125,0,Confused,55.255179033137594,[0.55255179 0.03563251 0.4118157 ]
26.635765552520752,session_1775289051,1.0,0.0,0.0,0.57,0.54,0.029999999999999916,0.07441242748409835,93.0,0.31296212414900054,0.7777777777777778,-20.8125,0,Relaxed,70.57853047070049,[0.20596037 0.08825433 0.7057853 ]
26.83159565925598,session_1775289051,1.0,0.0,0.0,0.59,0.55,0.039999999999999925,0.07019144918145019,90.3,0.2878165012775136,-0.8611111111111112,-21.8203125,0,Relaxed,70.57853047070049,[0.20596037 0.08825433 0.7057853 ]
26.996723175048828,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.06740418651656735,89.1,0.31519394577336857,-2.0833333333333335,-22.5703125,0,Relaxed,70.57853047070049,[0.20596037 0.08825433 0.7057853 ]
27.143548488616943,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.06754599034552576,56.1,0.46663558471516947,2.138888888888889,16.2421875,0,Relaxed,70.57853047070049,[0.20596037 0.08825433 0.7057853 ]
27.344688415527344,session_1775289051,0.3,0.0,0.0,0.0,0.0,0.0,0.06507929624175346,56.1,0.45986234065818843,1.8611111111111112,15.3984375,0,Relaxed,70.57853047070049,[0.20596037 0.08825433 0.7057853 ]
